,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
10415,,H,openimage,,328,Plastic bag,inclusion,Travel||Camping,text+video,1,Travel||Camping,0.6617763870000001,1
10416,,H,imagenet,,container,plastic bag,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.570429058,1
10417,,N,openimage,,328,Plastic bag,inclusion,Travel|Travel Accessories,text+video,2,Travel|Travel Accessories,0.7185995140000001,"1,2"
10418,,N,openimage,,,Plastic bag,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.72958384,2
10419,,H,imagenet,,cooking,plate,inclusion,Business and Finance||Food Industry,text+video,2,Business and Finance||Food Industry,0.721618766,"1,2"
10420,,H,imagenet,,cooking,plate,inclusion,Food & Drink,text+video,2,Food & Drink,0.751239855,"1,2"
10421,,H,imagenet,,cooking,plate,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7472177659999999,"1,2"
10422,,H,openimage,,OID,Plate,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,0.411990277,1
10423,,H,imagenet,,cooking,plate,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,0.495505994,1
10424,,H,imagenet,,cooking,plate,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.405254292,1
10425,,L,imagenet,,decor,plate rack,inclusion,Business and Finance||Apparel Industry,text+video,1,Business and Finance||Apparel Industry,0.508016134,1
10426,,L,imagenet,,decor,plate rack,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.392835166,1
10427,,N,Places2,,subway station,platform,inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.833799635,2
10428,,H,Places2,,subway station,platform,inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.765235755,2
10429,,N,Places2,,train station,platform,inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.855789763,2
10430,,H,Places2,,train station,platform,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.716004155,2
10431,,H,Places2,,train station,platform,inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.8399023459999999,2
10432,,H,openimage,,OID,Platter,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.390972297,1
10433,,H,Places2,,,playground,inclusion,Education|Primary Education,text+video,1,Education|Primary Education,0.513865864,1
10434,,H,Places2,,,playground,inclusion,Events and Attractions|Parks & Nature,text+video,1,Events and Attractions|Parks & Nature,0.520690071,1
10435,,H,Places2,,,playground,inclusion,Family and Relationships||Daycare and Pre-School,text+video,1,Family and Relationships||Daycare and Pre-School,0.627153298,1
10436,,H,Places2,,,playground,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.763627135,2
10437,,H,action,,,playing accordion,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7319224609999999,2
10438,,H,action,,,playing bagpipes,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.716031285,2
10439,,L,action,,,playing basketball,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.745632623,2
10440,,N,action,,,playing basketball,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.74830804,2
10441,,N,action,,,playing basketball,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.74468234,2
10442,,N,action,,,playing basketball,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.743998952,2
10443,,H,action,,,playing basketball,inclusion,Sports,text+video,2,Sports,0.769155978,2
10444,,H,action,,,playing bass guitar,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.711945204,2
10445,,H,action,,,playing bass guitar,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7743853709999999,2
10446,,H,action,,,playing bass guitar,inclusion,Music and Audio,text+video,2,Music and Audio,0.769125525,2
10447,,L,action,,,playing cards,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.78944212,2
10448,,N,action,,,playing cards,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.79607603,2
10449,,H,action,,,playing cards,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.876383513,2
10450,,L,action,,,playing cards,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.773336716,2
10451,,N,action,,,playing cards,inclusion,Video Gaming,text+video,2,Video Gaming,0.732801578,2
10452,,H,action,,,playing cards,inclusion,Events and Attractions|Casinos & Gambling,text+video,2,Events and Attractions|Casinos & Gambling,0.704561798,2
10453,,H,action,,,playing cello,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7550005999999999,2
10454,,H,action,,,playing chess,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.7984352859999999,2
10455,,H,action,,,playing chess,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.794572478,2
10456,,N,action,,,playing chess,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.765679032,2
10457,,N,action,,,playing chess,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.738592916,2
10458,,N,action,,,playing chess,inclusion,Events and Attractions|Casinos & Gambling,text+video,2,Events and Attractions|Casinos & Gambling,0.615164267,2
10459,,H,action,,,playing clarinet,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.762848792,2
10460,,L,action,,,playing controller,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.710839412,2
10461,,N,action,,,playing controller,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.743412361,2
10462,,N,action,,,playing controller,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.7510156809999999,2
10463,,H,action,,,playing controller,inclusion,Video Gaming,text+video,2,Video Gaming,0.744149225,2
10464,,L,action,,,playing cricket,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.724858786,2
10465,,N,action,,,playing cricket,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.71978084,2
10466,,N,action,,,playing cricket,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.720500062,2
10467,,H,action,,,playing cricket,inclusion,Sports,text+video,2,Sports,0.7136321290000001,2
10468,,H,action,,,playing cymbals,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.740804782,2
10469,,H,action,,,playing drums,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.766798167,2
10470,,H,action,,,playing drums,inclusion,Music and Audio,text+video,2,Music and Audio,0.734682446,2
10471,,H,action,,,playing flute,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7686039440000001,2
10472,,H,action,,,playing guitar,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.725477406,2
10473,,H,action,,,playing guitar,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7753217579999999,2
10474,,H,action,,,playing guitar,inclusion,Music and Audio,text+video,2,Music and Audio,0.7634933279999999,2
10475,,H,action,,,playing harmonica,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.758144368,2
10476,,H,action,,,playing harp,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.764737655,2
10477,,L,action,,,playing ice hockey,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.729850805,2
10478,,N,action,,,playing ice hockey,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.7330602690000001,2
10479,,N,action,,,playing ice hockey,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.721446209,2
10480,,N,action,,,playing ice hockey,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.7370265290000001,2
10481,,H,action,,,playing ice hockey,inclusion,Sports,text+video,2,Sports,0.740055336,2
10482,,H,action,,,playing keyboard,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.725084225,2
10483,,N,action,,,playing keyboard,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.71213194,2
10484,,N,action,,,playing keyboard,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.718255531,2
10485,,H,action,,,playing keyboard,inclusion,Music and Audio,text+video,2,Music and Audio,0.743407265,2
10486,,N,action,,,playing keyboard,inclusion,Video Gaming,text+video,2,Video Gaming,0.711557002,2
10487,,N,action,,,playing kickball,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.718223738,2
10488,,L,action,,,playing monopoly,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.740733144,2
10489,,H,action,,,playing monopoly,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.745421771,2
10490,,N,action,,,playing monopoly,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.744932395,2
10491,,H,action,,,playing monopoly,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.730343994,2
10492,,H,action,,,playing monopoly,inclusion,Events and Attractions|Casinos & Gambling,text+video,2,Events and Attractions|Casinos & Gambling,0.670135371,2
10493,,H,action,,,playing organ,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.76954737,2
10494,,L,action,,,playing paintball,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.715231238,2
10495,,H,action,,,playing piano,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.737466342,2
10496,,H,action,,,playing piano,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.78464606,2
10497,,H,action,,,playing piano,inclusion,Music and Audio,text+video,2,Music and Audio,0.7586711970000001,2
10498,,H,action,,,playing poker,inclusion,Events and Attractions|Casinos & Gambling,text+video,2,Events and Attractions|Casinos & Gambling,0.808940161,2
10499,,L,action,,,playing poker,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.762516089,2
10500,,N,action,,,playing poker,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.760956486,2
10501,,H,action,,,playing poker,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.8033398709999999,2
10502,,N,action,,,playing poker,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.7126461479999999,2
10503,,N,action,,,playing poker,inclusion,Video Gaming,text+video,2,Video Gaming,0.768986152,2
10504,,H,action,,,playing recorder,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.727366031,2
10505,,N,action,,,playing recorder,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.7269295659999999,2
10506,,H,action,,,playing recorder,inclusion,Music and Audio,text+video,2,Music and Audio,0.7782621809999999,2
10507,,N,action,,,playing recorder,inclusion,Video Gaming,text+video,2,Video Gaming,0.7246737540000001,2
10508,,H,action,,,playing saxophone,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7729815059999999,2
10509,,H,action,,,playing squash or racquetball,inclusion,Healthy Living|Fitness and Exercise,text+video,2,Healthy Living|Fitness and Exercise,0.715939663,2
10510,,N,action,,,playing squash or racquetball,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.711205601,2
10511,,L,action,,,playing tennis,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.740190694,2
10512,,N,action,,,playing tennis,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.73702606,2
10513,,N,action,,,playing tennis,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.725347675,2
10514,,N,action,,,playing tennis,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.7452368340000001,2
10515,,H,action,,,playing tennis,inclusion,Sports,text+video,2,Sports,0.770149483,2
10516,,H,action,,,playing trombone,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.750517322,2
10517,,H,action,,,playing trumpet,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7550964379999999,2
10518,,H,action,,,playing ukulele,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.750345002,2
10519,,H,action,,,playing violin,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7744211329999999,2
10520,,H,action,,,playing violin,inclusion,Music and Audio,text+video,2,Music and Audio,0.716227629,2
10521,,L,action,,,playing volleyball,inclusion,Hobbies & Interests|Games and Puzzles,text+video,2,Hobbies & Interests|Games and Puzzles,0.7343409320000001,2
10522,,N,action,,,playing volleyball,inclusion,Hobbies & Interests|Games and Puzzles|Board Games and Puzzles,text+video,2,Hobbies & Interests||Board Games and Puzzles,0.738038293,2
10523,,N,action,,,playing volleyball,inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.714153802,2
10524,,N,action,,,playing volleyball,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.727408962,2
10525,,H,action,,,playing volleyball,inclusion,Sports,text+video,2,Sports,0.748060388,2
10526,,H,action,,,playing xylophone,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7440930109999999,2
10527,,N,Places2,,,playroom,inclusion,Automotive|||Individual Brands,text+video,1,Automotive|||Individual Brands,0.399977035,1
10528,,N,Places2,,,playroom,inclusion,Business and Finance,text+video,1,Business and Finance,0.620296415,1
10529,,L,Places2,,,playroom,inclusion,Business and Finance||Education industry,text+video,1,Business and Finance||Education industry,0.810772145,1
10530,,N,Places2,,,playroom,inclusion,Business and Finance||Entertainment Industry,text+video,1,Business and Finance||Entertainment Industry,0.735120393,1
10531,,N,Places2,,,playroom,inclusion,Business and Finance||Financial Industry,text+video,1,Business and Finance||Financial Industry,0.651811612,1
10532,,L,Places2,,,playroom,inclusion,Business and Finance||Hospitality Industry,text+video,1,Business and Finance||Hospitality Industry,0.732414993,1
